,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1)
7053,MTNORAM.B21113M00767,3.34997E+18,1408.71,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,6.57133E+18,-2.52839E+18,BOERNE,TX,78006,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,4/30/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7054,MTNORAM.B21113M00768,3.34997E+18,1143.12,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.73763E+18,3.80483E+18,TYLER,TX,75703,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7055,MTNORAM.B21113M00768,3.34997E+18,1143.12,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.73763E+18,3.80483E+18,TYLER,TX,75703,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7056,MTNORAM.B21113M00769,3.34997E+18,1138.67,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,4.85068E+18,-6.89631E+18,JONES,OK,73049,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7057,MTNORAM.B21113M00769,3.34997E+18,1138.67,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,4.85068E+18,-6.89631E+18,JONES,OK,73049,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7058,MTNORAM.B21113M00770,3.34997E+18,1350.24,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.20504E+18,-4.57477E+18,RAPID CITY,SD,57701,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,5/1/2021 1:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7059,MTNORAM.B21113M00770,3.34997E+18,1350.24,0,147.71,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.20504E+18,-4.57477E+18,RAPID CITY,SD,57701,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,5/1/2021 1:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7060,MTNORAM.B21113M00771,3.34997E+18,245,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.31324E+18,-6.39146E+18,BOONVILLE,NY,13309,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/30/2021 22:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7061,MTNORAM.B21113M00771,3.34997E+18,245,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.31324E+18,-6.39146E+18,BOONVILLE,NY,13309,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/30/2021 22:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7062,MTNORAM.B21113M00772,3.34997E+18,1387.7,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-8.06759E+18,-6.76536E+18,AMARILLO,TX,79109,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7063,MTNORAM.B21113M00772,3.34997E+18,1387.7,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-8.06759E+18,-6.76536E+18,AMARILLO,TX,79109,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7064,MTNORAM.B21113M00773,3.34997E+18,841.1,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-5.44281E+18,-1.34993E+18,BATESVILLE,AR,72501,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/30/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7065,MTNORAM.B21113M00773,3.34997E+18,841.1,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-5.44281E+18,-1.34993E+18,BATESVILLE,AR,72501,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/30/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7066,MTNORAM.B21113M00774,3.34997E+18,1377.01,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,5.83749E+18,2.04856E+18,SCOTTSBLUFF,NE,69361,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,5/1/2021 1:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7067,MTNORAM.B21113M00774,3.34997E+18,1377.01,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,5.83749E+18,2.04856E+18,SCOTTSBLUFF,NE,69361,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,5/1/2021 1:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7068,MTNORAM.B21113M00775,3.34997E+18,1051.71,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,1.50384E+18,-5.69591E+18,ALEXANDRIA,LA,71303,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,5/3/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7069,MTNORAM.B21113M00775,3.34997E+18,1051.71,0,134.48,10.91,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,1.50384E+18,-5.69591E+18,ALEXANDRIA,LA,71303,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,5/3/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7070,MTNORAM.B21113M00776,3.34997E+18,196.79,0,124.56,10.68,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,2.57537E+18,-7.36817E+18,ELMA,NY,14059,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/28/2021 15:04,NO EVENT,NO EVENT,4/28/2021 11:33,4/28/2021 11:39
7071,MTNORAM.B21113M00776,3.34997E+18,196.79,0,124.56,10.68,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,2.57537E+18,-7.36817E+18,ELMA,NY,14059,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/28/2021 15:04,NO EVENT,NO EVENT,4/28/2021 11:33,4/28/2021 11:39
7072,MTNORAM.B21113M00765,3.34997E+18,455.71,0,191.8,99.36,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.66253E+18,2.68762E+18,KODAK,TN,37764,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 2:04,4/28/2021 21:04,4/26/2021 22:18,4/26/2021 22:18,NO EVENT,NO EVENT
7073,MTNORAM.B21113M00765,3.34997E+18,455.71,0,191.8,99.36,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.66253E+18,2.68762E+18,KODAK,TN,37764,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 2:04,4/28/2021 21:04,4/26/2021 22:18,4/26/2021 22:18,NO EVENT,NO EVENT
7074,MTNORAM.B21113M00777,3.34997E+18,1037.79,0,124.56,10.68,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.7022E+18,8.74714E+18,BARTLESVILLE,OK,74006,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/30/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7075,MTNORAM.B21113M00777,3.34997E+18,1037.79,0,124.56,10.68,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.7022E+18,8.74714E+18,BARTLESVILLE,OK,74006,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/27/2021 3:04,4/30/2021 23:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7076,MTNORAM.B21113M00778,3.34997E+18,1230.16,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,8.59217E+18,-6.15796E+18,CONROE,TX,77304,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,4/29/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7077,MTNORAM.B21113M00778,3.34997E+18,1230.16,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,8.59217E+18,-6.15796E+18,CONROE,TX,77304,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,4/29/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7078,MTNORAM.B21113M00779,3.34997E+18,1080.04,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,5.88619E+18,-4.45872E+18,FARGO,ND,58103,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7079,MTNORAM.B21113M00779,3.34997E+18,1080.04,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,5.88619E+18,-4.45872E+18,FARGO,ND,58103,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7080,MTNORAM.B21113M00780,3.34997E+18,1523.53,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-8.47829E+18,-2.10088E+18,HOBBS,NM,88240,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/4/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7081,MTNORAM.B21113M00780,3.34997E+18,1523.53,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-8.47829E+18,-2.10088E+18,HOBBS,NM,88240,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/4/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7082,MTNORAM.B21113M00781,3.34997E+18,1182.55,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.70503E+17,-9.16125E+18,FORNEY,TX,75126,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/3/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7083,MTNORAM.B21113M00781,3.34997E+18,1182.55,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.70503E+17,-9.16125E+18,FORNEY,TX,75126,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/3/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7084,MTNORAM.B21113M00782,3.34997E+18,149.86,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.88374E+18,7.21191E+18,HARRISONBURG,VA,22801,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/28/2021 15:04,4/26/2021 18:43,4/26/2021 18:43,4/28/2021 10:56,4/28/2021 11:02
7085,MTNORAM.B21113M00782,3.34997E+18,149.86,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-2.88374E+18,7.21191E+18,HARRISONBURG,VA,22801,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/28/2021 15:04,4/26/2021 18:43,4/26/2021 18:43,4/28/2021 10:56,4/28/2021 11:02
7086,MTNORAM.B21113M00783,3.34997E+18,1247.79,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.53977E+18,5.28189E+18,WICHITA FALLS,TX,76302,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/3/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7087,MTNORAM.B21113M00783,3.34997E+18,1247.79,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.53977E+18,5.28189E+18,WICHITA FALLS,TX,76302,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/3/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7088,MTNORAM.B21113M00784,3.34997E+18,1179.25,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.08813E+18,6.00647E+18,MCKINNEY,TX,75070,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 0:04,5/3/2021 23:05,4/26/2021 20:28,4/26/2021 20:28,NO EVENT,NO EVENT
7089,MTNORAM.B21113M00784,3.34997E+18,1179.25,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.08813E+18,6.00647E+18,MCKINNEY,TX,75070,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 0:04,5/3/2021 23:05,4/26/2021 20:28,4/26/2021 20:28,NO EVENT,NO EVENT
7090,MTNORAM.B21113M00785,3.34997E+18,1112.26,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-4.34055E+18,-4.50522E+18,STILLWATER,OK,74074,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7091,MTNORAM.B21113M00785,3.34997E+18,1112.26,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-4.34055E+18,-4.50522E+18,STILLWATER,OK,74074,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7092,MTNORAM.B21113M00786,3.34997E+18,1429.35,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.72029E+18,8.69346E+18,SAN ANGELO,TX,76901,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/4/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7093,MTNORAM.B21113M00786,3.34997E+18,1429.35,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,7.72029E+18,8.69346E+18,SAN ANGELO,TX,76901,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,5/4/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7094,MTNORAM.B21113M00789,3.34997E+18,1167.78,0,79.12,17.56,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-1.63195E+18,-1.86941E+18,ATHENS,TX,75752,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7095,MTNORAM.B21113M00789,3.34997E+18,1167.78,0,79.12,17.56,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-1.63195E+18,-1.86941E+18,ATHENS,TX,75752,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7096,MTNORAM.B21113M00790,3.34997E+18,1478.87,0,15.76,4.42,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-8.63498E+18,-3.75685E+18,CLOVIS,NM,88101,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7097,MTNORAM.B21113M00790,3.34997E+18,1478.87,0,15.76,4.42,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-8.63498E+18,-3.75685E+18,CLOVIS,NM,88101,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/27/2021 3:04,5/4/2021 23:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7098,MTNORAM.B21113M00787,3.34997E+18,1414.22,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-5.19336E+18,6.11918E+18,WILLISTON,ND,58801,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,5/3/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7099,MTNORAM.B21113M00787,3.34997E+18,1414.22,0,105.82,8.79,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-5.19336E+18,6.11918E+18,WILLISTON,ND,58801,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,91.08,13.02,0,104.1,4/26/2021 22:04,5/3/2021 23:05,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7100,MTNORAM.B21113M00788,3.34997E+18,1395.26,0,79.12,17.56,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.56383E+18,4.583E+18,SELMA,TX,78154,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7101,MTNORAM.B21113M00788,3.34997E+18,1395.26,0,79.12,17.56,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,3.56383E+18,4.583E+18,SELMA,TX,78154,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,109.48,15.66,0,125.14,4/26/2021 22:04,4/30/2021 23:04,4/26/2021 18:43,4/26/2021 18:43,NO EVENT,NO EVENT
7102,MTNORAM.B21113M00792,-6.37921E+18,405.8,134,5242,617.49,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,6.19029E+18,7.75949E+18,MOBILE,AL,36693-5551,7.41647E+18,MTNORAM.TL,MTNORAM.53DV,1609,0,0,1609,4/28/2021 14:04,5/1/2021 1:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7103,MTNORAM.B21113M00793,-6.37921E+18,1716.9,114,18711,2104.85,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-6.18703E+18,-6.66031E+18,PHOENIX,AZ,85043-4413,-2.28003E+18,MTNORAM.TL,MTNORAM.53DV,2420.83,532.24,0,2953.07,4/25/2021 7:04,4/27/2021 23:04,4/25/2021 13:34,4/25/2021 14:52,NO EVENT,NO EVENT
7104,MTNORAM.B21113M00794,-6.37921E+18,620.8,0,6,1.56,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-5.45649E+18,-7.50587E+18,BRIGHTON,MI,48116,3.42757E+18,MTNORAM.PARCEL,MTNORAM.53DV,1,0,0,1,4/26/2021 18:04,4/27/2021 12:04,4/26/2021 13:29,NO EVENT,NO EVENT,NO EVENT
7105,MTNORAM.B21113M00794,-6.37921E+18,620.8,0,6,1.56,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-5.45649E+18,-7.50587E+18,BRIGHTON,MI,48116,3.42757E+18,MTNORAM.PARCEL,MTNORAM.53DV,1,0,0,1,4/26/2021 18:04,4/27/2021 12:04,4/26/2021 13:29,NO EVENT,NO EVENT,NO EVENT
7106,MTNORAM.B21113M00795,-6.37921E+18,0,131,8159,706.52,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,5.14902E+18,-7.29769E+16,LAWRENCEVILLE,GA,30043-4874,7.41647E+18,MTNORAM.TL,MTNORAM.53DV,963,0,0,963,4/28/2021 17:04,4/29/2021 11:04,4/28/2021 12:30,NO EVENT,NO EVENT,NO EVENT
7107,MTNORAM.B21113M00796,-6.37921E+18,1776.67,0,5667.95,803.57,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-7.85502E+18,-8.21226E+18,MALDEN,MA,02148-1234,-3.50415E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,3366,774.18,0,4140.18,4/28/2021 13:04,5/12/2021 17:05,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7108,MTNORAM.B21113M00798,-6.37921E+18,770.66,173,18538,2142.93,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,5.8616E+17,7.48625E+18,DORAL,FL,33126-1017,-7.96326E+18,MTNORAM.TL,MTNORAM.53DV,2446.13,238.9,0,2685.03,4/28/2021 18:04,4/29/2021 18:04,4/28/2021 13:22,4/28/2021 11:00,NO EVENT,NO EVENT
7109,MTNORAM.B21113M00800,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 15:15,4/26/2021 17:15,NO EVENT,NO EVENT
7110,MTNORAM.B21113M00799,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/29/2021 0:00,4/26/2021 9:20,4/26/2021 11:20,NO EVENT,NO EVENT
7111,MTNORAM.B21113M00802,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/29/2021 0:00,4/26/2021 10:35,4/26/2021 12:35,NO EVENT,NO EVENT
7112,MTNORAM.B21113M00801,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 11:10,4/26/2021 13:10,NO EVENT,NO EVENT
7113,MTNORAM.B21113M00804,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 13:13,4/26/2021 15:13,NO EVENT,NO EVENT
7114,MTNORAM.B21113M00808,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 14:51,4/26/2021 16:51,NO EVENT,NO EVENT
7115,MTNORAM.B21113M00806,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 14:16,4/26/2021 14:16,NO EVENT,NO EVENT
7116,MTNORAM.B21113M00805,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/29/2021 0:00,4/26/2021 9:38,4/26/2021 11:38,NO EVENT,NO EVENT
7117,MTNORAM.B21113M00809,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 11:01,4/26/2021 13:01,NO EVENT,NO EVENT
7118,MTNORAM.B21113M00803,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/29/2021 0:00,4/26/2021 7:07,4/26/2021 9:07,NO EVENT,NO EVENT
7119,MTNORAM.B21113M00807,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,5/1/2021 0:00,4/27/2021 15:30,4/27/2021 17:30,NO EVENT,NO EVENT
